,Id,Temperature (K),Pressure (kPa),Phase,N Components,Component 1,Role 1,Mole Fraction 1,Exact Amount 1,Component 2,Role 2,Mole Fraction 2,Exact Amount 2,Density Value (g / ml),Density Uncertainty (g / ml),Source
79,1542349d3f644e3bad4d4a5e5399bf9a,293.15,87.0,Liquid,2,[Cl-].[Li+],Solvent,0.030578846114760482,,O,Solvent,0.9694211538852395,,1.0460800000000001,0.0018700000000000006,10.1016/j.jct.2016.07.003
80,abe6c208fb6849c48734aeb982757ab0,293.15,87.0,Liquid,2,[Cl-].[Li+],Solvent,0.030578846114760482,,O,Solvent,0.9694211538852395,,1.0483200000000001,0.0018700000000000006,10.1016/j.jct.2016.07.003
81,7f15071acedf471f8d93d8f0718afc9f,293.15,87.0,Liquid,2,[Cl-].[Li+],Solvent,0.030578846114760482,,O,Solvent,0.9694211538852395,,1.0506500000000003,0.0018750000000000004,10.1016/j.jct.2016.07.003
82,689d9b8a898d4154bcb797b665083fd4,293.15,87.0,Liquid,2,[Cl-].[Li+],Solvent,0.030578846114760482,,O,Solvent,0.9694211538852395,,1.0526700000000002,0.0018750000000000004,10.1016/j.jct.2016.07.003
83,c236dcd6cd5644718bca08178ab5c229,293.15,87.0,Liquid,2,[Cl-].[Li+],Solvent,0.030578846114760482,,O,Solvent,0.9694211538852395,,1.0546200000000001,0.0018750000000000004,10.1016/j.jct.2016.07.003
84,5829d6a50a904c5792dd0c5deb92f44c,293.15,87.0,Liquid,2,[Cl-].[Li+],Solvent,0.030578846114760482,,O,Solvent,0.9694211538852395,,1.0567000000000002,0.0018750000000000004,10.1016/j.jct.2016.07.003
85,47edd2a2469f4cd5b33a48438c9a353c,293.15,87.0,Liquid,2,[Cl-].[Li+],Solvent,0.030578846114760482,,O,Solvent,0.9694211538852395,,1.0586700000000002,0.0018800000000000004,10.1016/j.jct.2016.07.003
86,89811cda117146edab1b98ac7c8e741a,298.15,87.0,Liquid,2,[Cl-].[Li+],Solvent,0.030578846114760482,,O,Solvent,0.9694211538852395,,1.0350400000000002,0.0018650000000000003,10.1016/j.jct.2016.07.003
87,b8a476eae51e415dbe35b153218d2fc7,298.15,87.0,Liquid,2,[Cl-].[Li+],Solvent,0.030578846114760482,,O,Solvent,0.9694211538852395,,1.0376200000000002,0.0018700000000000006,10.1016/j.jct.2016.07.003
88,2cba1d76d694424f9f282581afb4b7e7,298.15,87.0,Liquid,2,[Cl-].[Li+],Solvent,0.030578846114760482,,O,Solvent,0.9694211538852395,,1.0401600000000004,0.0018700000000000006,10.1016/j.jct.2016.07.003
89,cd6e644a95db49549fd48dd9a2531cf0,298.15,87.0,Liquid,2,[Cl-].[Li+],Solvent,0.030578846114760482,,O,Solvent,0.9694211538852395,,1.0425200000000003,0.0018700000000000006,10.1016/j.jct.2016.07.003
90,9c16affa44084c46b16ad4af7a0a85ce,298.15,87.0,Liquid,2,[Cl-].[Li+],Solvent,0.030578846114760482,,O,Solvent,0.9694211538852395,,1.0445900000000001,0.0018700000000000006,10.1016/j.jct.2016.07.003
