Mixture,Count
CCCO | CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,32
CN1CCOCC1 | O,12
CCCCC(=O)OC | BrCCCCCBr,14
C=CCCCCCC | CCCCCCCCCCO,9
CC#N | CCCCCCCOC,80
CCCCOCCCC | CCC#CCC,8
COP(=O)(OC)OC | CCO,18
BrCCBr | CCCCOC(=O)CCC,12
COC(C)=O | CCCO,75
CCO | OCCOCCO,9
OC1=NCCC1 | CCCCO,14
CCCC(C)C | COC(C)(C)C,19
COC(C)=O | CCCC(=O)OC,16
C1CCOCC1 | Nc1ccccc1,14
C1CCCCC1 | CCCCO,19
[Br-].[Br-].[Br-].[Pr+3] | [Br-].[Cs+],20
CCCCCCCCCCCC | CCOC(C)=O,18
CC(C)(C)O | CCCCOC=O,34
Cc1ccccc1N | Cc1ccccc1,14
O=C=O | O,388
CCCCOC=O | CCCCCCCCC,32
C=CCCCC | CCC(C)(C)C,19
CCCCCCO | CCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,7
CC(C)OC(C)C | CC(C)CC(C)(C)C,19
CCCC[N+]1(C)CCCC1.N#C[N-]C#N | O,59
C1COCO1 | CCCCCC(C)=O,17
CCC(C)(C)O | CCCCO,10
CCO | CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,78
CCCCOCCCC | CCCCCCCCO,22
CCCCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)F | C=CCCCC,13
C1CCNCC1 | C1COCCN1,9
ClC(Cl)(Cl)Cl | CCCCCCC,10
CC(=O)OC(C)=O | CC(=O)O | CCOC(C)=O,19
CS(C)=O | C1CCOCC1,17
O | CCCCn1cc[n+](C)c1.COS(=O)(=O)[O-],9
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1
OCCOCCO | OCc1ccccc1,17
CCC(C)=O | Nc1ccccc1,10
CN1CCCC1=O | O=C1CCCCC1,16
CCCC(=O)OCC | BrCCCCBr,17
CS(C)=O | Cc1ccccc1,16
C1CCCCC1,17
CC#N | CCCCCO,75
OCCOCCOCCOCCO | OCc1ccccc1,17
CC(=O)CC(C)C | CCCCCCO,10
CCCCCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F | CO,9
CCCCC | CCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,13
ClCCCCl | CCCOC=O,13
C[N+](=O)[O-] | CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,10
CS(C)=O | ClC(Cl)=C(Cl)Cl,16
[Cl-].[K+] | [Cl-].[Li+],15
BrCCCCCCBr | CCCCOC(=O)CCC,13
CCCCCCCCCC | CCCCOC=O,29
C=C(C)C=O | c1ccccc1,10
CS(C)=O | ClC=C(Cl)Cl,14
CC(=O)CC(C)=O | CO,114
COP(=O)([O-])OC.Cn1cc[n+](C)c1 | CCO,5
CCCOC=O | CCCCCC,27
CCOP(=O)([O-])OCC.CCn1cc[n+](C)c1 | O,24
OC1=NCCC1 | c1ccncc1,18
CCOC(=O)CC(C)=O | CCCO,78
CCOC(C)=O | CO,27
COC(=O)OC | Cc1ccc(C)cc1,38
CC(=O)CC(C)=O | CC(C)CO,84
C1COCCO1 | Cc1cccc(C)c1 | Cc1ccccc1N,30
CCC(=O)OC | CCCCCCCCCCCCCCCCC,19
CC(C)(C)O | COC(C)=O,34
CCCOC=O | ClCCCCl,15
CCc1ccccc1 | ClCc1ccccc1,12
CC(=O)c1ccccc1 | CCCCCCC,65
C1CCNCC1 | O,18
CCCCC(=O)OC | BrCCCBr,12
C=C(C)[C@H]1CC=C(C)CC1,1
CCCC[n+]1cccc(C)c1.F[B-](F)(F)F | CO,41
CCCCCCCCCCCCCCCC,1
CC(=O)N(C)C | CCCCCl,23
OCc1ccccc1 | CCCCCCO,9
CC#N | CCCCOCC(C)C,40
CCCCCCCCC | CCCOC(=O)CC,16
CCCCC(=O)OCC | ClCCCCCCl,17
CC(=O)O | CC(=O)OCCOC(C)=O,19
CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1 | CCO,10
CCOC(C)=O | ClCCCCCl,19
CCOC=O | ClCCCl,16
CCCCO | CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,72
CCCc1ccccc1 | ClCCCc1ccccc1,17
c1ccccc1 | CC1(C)C(=O)[C@@]2(C)CC[C@@H]1C2,70
Cc1cncc(C)c1 | CCCCCCC,11
C1CCOC1 | C1CCCCC1,19
C[Si](C)(C)O[Si](C)(C)C | CCCCCCC,1
OC1=NCCC1 | CCO,14
NCCNCCN | O,20
CN(C)CCCO | O,20
C=CCCCC | CCCCCCCCCC,19
CCCCOCCCC | CC1CCCCC1,38
CCCCCO | C1CCCCC1,47
C1CCOCC1 | OCC(F)(F)F,33
CC(C)CO | c1ccccc1,14
CC(C)(C)O | CCCOC(=O)CC,35
CCCCCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F | CCCCO,15
NCCNCCNCCN | O,20
CCCCCC(=O)O | CS(C)=O,66
CCCCCCCCCCCC | CCCCOC(=O)CCC,18
Cc1cccc(C)n1 | CCCCCC,12
CCCCOC(C)=O | Cc1ccccc1C,10
CCCCCCCCCC(=O)OC | CCCCCCCC,19
C=CCCCCCC | CCCCO,9
CC(=O)CC(C)=O | CCCCO,84
COC(=O)OC | CCc1ccccc1,38
CCC(C)(C)O | CCO,10
COC(C)=O | CC(C)CC(C)(C)C,18
CO | CN1CCCC1=O,21
c1ccccc1 | BrCBr,9
C1CCOCC1 | CCCCCCCCCCO,9
CCCCOP(=O)(OCCCC)OCCCC | CO,15
CCn1cc[n+](C)c1.F[B-](F)(F)F | CS(C)=O,18
CCCCCC | Cc1ccccc1,16
CCCCOCCCC | C1CCCCC1,38
COC(C)(C)C | CCCCCCCCC,20
CCC(C)(C)O | CCCCCO,10
CCCC[P+](CC)(CCCC)CCCC.CCOP(=O)([O-])OCC | O,18
COC(C)=O | CCCCCCCCCCCCC,17
CCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F | CCCCCC,9
COC(=O)OC | CO,84
COP(=O)(OC)OC | CCCO,18
CCCCCCCCCCO | C1CCCCC1,9
