Id,Temperature (K),Pressure (kPa),Phase,N Components,Component 1,Role 1,Mole Fraction 1,Exact Amount 1,Component 2,Role 2,Mole Fraction 2,Exact Amount 2,Component 3,Role 3,Mole Fraction 3,Exact Amount 3,EnthalpyOfMixing Value (kJ / mol),EnthalpyOfMixing Uncertainty (kJ / mol),Source
6d7b2a7ee39d4c07869b585f82798c16,291.15,101.32,Liquid,2,CCCCCCCCCC,Solvent,0.5710999999999999,,CCCOC=O,Solvent,0.4289,,,,,,1.567,0.0065,10.1016/j.fluid.2009.12.003
24885a7b6e7c47a1b72ccf92f69897e9,291.15,101.32,Liquid,2,CCCCCCCCCC,Solvent,0.5193,,CCCOC=O,Solvent,0.4807,,,,,,1.603,0.0065,10.1016/j.fluid.2009.12.003
3a0ec26d76d7455bac8ef0976657d3f1,291.15,101.32,Liquid,2,CCCCCCCCCC,Solvent,0.4728,,CCCOC=O,Solvent,0.5272,,,,,,1.606,0.0065,10.1016/j.fluid.2009.12.003
ee28efea4837428382ece2b0ce0dca14,291.15,101.32,Liquid,2,CCCCCCCCCC,Solvent,0.4302,,CCCOC=O,Solvent,0.5698,,,,,,1.589,0.0065,10.1016/j.fluid.2009.12.003
d55cee8c385c4dfbac6582f302fcf84d,291.15,101.32,Liquid,2,CCCCCCCCCC,Solvent,0.4182,,CCCOC=O,Solvent,0.5818,,,,,,1.584,0.0065,10.1016/j.fluid.2009.12.003
831ffd93d59a461b912b798c353335d8,291.15,101.32,Liquid,2,CCCCCCCCCC,Solvent,0.3764999999999999,,CCCOC=O,Solvent,0.6235,,,,,,1.541,0.0065,10.1016/j.fluid.2009.12.003
3e6fbca65603474bb98f14a2a671e591,291.15,101.32,Liquid,2,CCCCCCCCCC,Solvent,0.3352,,CCCOC=O,Solvent,0.6648,,,,,,1.477,0.006,10.1016/j.fluid.2009.12.003
4ac9127e8b56419e96add37ba4abf9e8,291.15,101.32,Liquid,2,CCCCCCCCCC,Solvent,0.2919,,CCCOC=O,Solvent,0.7081,,,,,,1.386,0.006,10.1016/j.fluid.2009.12.003
4fb3b0da3acf4d41984a8052455e8d90,291.15,101.32,Liquid,2,CCCCCCCCCC,Solvent,0.2455,,CCCOC=O,Solvent,0.7545,,,,,,1.263,0.0055,10.1016/j.fluid.2009.12.003
50df834738c54aafbbcba727ad54a4fb,291.15,101.32,Liquid,2,CCCCCCCCCC,Solvent,0.2007999999999999,,CCCOC=O,Solvent,0.7992,,,,,,1.116,0.005,10.1016/j.fluid.2009.12.003
77550616d77b42cdb1a6f03a89e26365,291.15,101.32,Liquid,2,CCCCCCCCCC,Solvent,0.1562,,CCCOC=O,Solvent,0.8438,,,,,,0.938,0.005,10.1016/j.fluid.2009.12.003
927a2801659f43d8b887cbd8201f4e23,291.15,101.32,Liquid,2,CCCCCCCCCC,Solvent,0.1117,,CCCOC=O,Solvent,0.8883,,,,,,0.716,0.0045,10.1016/j.fluid.2009.12.003
81e7e394bc3c46f9918a23aa2863f586,291.15,101.32,Liquid,2,CCCCCCCCCC,Solvent,0.0758999999999999,,CCCOC=O,Solvent,0.9241,,,,,,0.513,0.004,10.1016/j.fluid.2009.12.003
eba145b77cb14b0f8d7567d3e22b44eb,291.15,101.32,Liquid,2,CCCCCCCCCC,Solvent,0.0355999999999999,,CCCOC=O,Solvent,0.9644,,,,,,0.265,0.004,10.1016/j.fluid.2009.12.003
2f184cc90f6147228fb38d910bf2b79e,318.15,101.32,Liquid,2,CCCCCCCCCC,Solvent,0.8999,,CCCOC=O,Solvent,0.1001,,,,,,0.602,0.004,10.1016/j.fluid.2009.12.003
49057a1278634123b2bff67cac091b99,318.15,101.32,Liquid,2,CCCCCCCCCC,Solvent,0.8024,,CCCOC=O,Solvent,0.1976,,,,,,1.026,0.005,10.1016/j.fluid.2009.12.003
e024dde9ad5f4e2dbb156909be5293e0,318.15,101.32,Liquid,2,CCCCCCCCCC,Solvent,0.7051000000000001,,CCCOC=O,Solvent,0.2949,,,,,,1.383,0.006,10.1016/j.fluid.2009.12.003
a9cf2e78e01649d1a94d77ba8d7a35e9,318.15,101.32,Liquid,2,CCCCCCCCCC,Solvent,0.6169,,CCCOC=O,Solvent,0.3831,,,,,,1.602,0.0065,10.1016/j.fluid.2009.12.003
fde821ff78c94a3eb514d5458f696789,318.15,101.32,Liquid,2,CCCCCCCCCC,Solvent,0.5404,,CCCOC=O,Solvent,0.4596,,,,,,1.709,0.007,10.1016/j.fluid.2009.12.003
65e417f892ae4e24877e89b542905de0,318.15,101.32,Liquid,2,CCCCCCCCCC,Solvent,0.4798,,CCCOC=O,Solvent,0.5202,,,,,,1.73,0.007,10.1016/j.fluid.2009.12.003
e29720c966fa488db475dbfb7e69df3d,318.15,101.32,Liquid,2,CCCCCCCCCC,Solvent,0.4322,,CCCOC=O,Solvent,0.5678,,,,,,1.706,0.007,10.1016/j.fluid.2009.12.003
0ab24ed2e7944cc393b14016293d18aa,318.15,101.32,Liquid,2,CCCCCCCCCC,Solvent,0.3883999999999999,,CCCOC=O,Solvent,0.6116,,,,,,1.674,0.007,10.1016/j.fluid.2009.12.003
563fc01f47b8408d9e9ac6b4e43a668c,318.15,101.32,Liquid,2,CCCCCCCCCC,Solvent,0.3882,,CCCOC=O,Solvent,0.6118,,,,,,1.665,0.007,10.1016/j.fluid.2009.12.003
871052c48b4244c4a3f56ca3921347a1,318.15,101.32,Liquid,2,CCCCCCCCCC,Solvent,0.3273,,CCCOC=O,Solvent,0.6727,,,,,,1.572,0.0065,10.1016/j.fluid.2009.12.003
da56293c76de431ead47efa44f54f0e9,318.15,101.32,Liquid,2,CCCCCCCCCC,Solvent,0.2637,,CCCOC=O,Solvent,0.7363,,,,,,1.417,0.006,10.1016/j.fluid.2009.12.003
dff08e3186d9457f879b85c3525f3cf4,318.15,101.32,Liquid,2,CCCCCCCCCC,Solvent,0.1981,,CCCOC=O,Solvent,0.8019,,,,,,1.196,0.0055,10.1016/j.fluid.2009.12.003
91a650f5e3de47baad98fa7d778f160e,318.15,101.32,Liquid,2,CCCCCCCCCC,Solvent,0.139,,CCCOC=O,Solvent,0.861,,,,,,0.927,0.005,10.1016/j.fluid.2009.12.003
ed1fd4b8e18c4432b838b53711498c7c,318.15,101.32,Liquid,2,CCCCCCCCCC,Solvent,0.0807999999999999,,CCCOC=O,Solvent,0.9192,,,,,,0.603,0.0045,10.1016/j.fluid.2009.12.003
3918a5b4b3334a90ba3d524691efba94,318.15,101.32,Liquid,2,CCCCCCCCCC,Solvent,0.0336999999999999,,CCCOC=O,Solvent,0.9663,,,,,,0.28,0.004,10.1016/j.fluid.2009.12.003
cd454b9c2eca4c4bbd3b1b473bcdfb2f,291.15,101.32,Liquid,2,CCCCCCCCCC,Solvent,0.9117,,CCCCOC=O,Solvent,0.0883,,,,,,0.471,0.0035,10.1016/j.fluid.2009.12.003
0e51fd730a964bb9af7d6c569a76b6e7,291.15,101.32,Liquid,2,CCCCCCCCCC,Solvent,0.8362,,CCCCOC=O,Solvent,0.1638,,,,,,0.771,0.004,10.1016/j.fluid.2009.12.003
5fe3ca571fe141fabc8ef8d27a35dd35,291.15,101.32,Liquid,2,CCCCCCCCCC,Solvent,0.7598,,CCCCOC=O,Solvent,0.2402,,,,,,1.017,0.0045,10.1016/j.fluid.2009.12.003
debdd68295d646998749f1fe1506dfbc,291.15,101.32,Liquid,2,CCCCCCCCCC,Solvent,0.6809000000000001,,CCCCOC=O,Solvent,0.3191,,,,,,1.202,0.005,10.1016/j.fluid.2009.12.003
f1d25fb2e2a248fa82082f3313c236fd,291.15,101.32,Liquid,2,CCCCCCCCCC,Solvent,0.6072,,CCCCOC=O,Solvent,0.3928,,,,,,1.319,0.0055,10.1016/j.fluid.2009.12.003
5774bd2089694d6084ec2c6079715e83,291.15,101.32,Liquid,2,CCCCCCCCCC,Solvent,0.5470999999999999,,CCCCOC=O,Solvent,0.4529,,,,,,1.374,0.0055,10.1016/j.fluid.2009.12.003
ac04146978e540eba3b28390ca0aa30b,291.15,101.32,Liquid,2,CCCCCCCCCC,Solvent,0.4814,,CCCCOC=O,Solvent,0.5186,,,,,,1.386,0.006,10.1016/j.fluid.2009.12.003
cb89e8f536ff4e5ea997b52f78a54093,291.15,101.32,Liquid,2,CCCCCCCCCC,Solvent,0.43,,CCCCOC=O,Solvent,0.57,,,,,,1.363,0.0055,10.1016/j.fluid.2009.12.003
a8df0f77586b41279b4b6b0b87f95fd0,291.15,101.32,Liquid,2,CCCCCCCCCC,Solvent,0.4185999999999999,,CCCCOC=O,Solvent,0.5814,,,,,,1.347,0.0055,10.1016/j.fluid.2009.12.003
058007da199e40478cc3f170c19f3c4b,291.15,101.32,Liquid,2,CCCCCCCCCC,Solvent,0.389,,CCCCOC=O,Solvent,0.611,,,,,,1.324,0.0055,10.1016/j.fluid.2009.12.003
7dd5218e6ad94bdeb3b4134cd72071fd,291.15,101.32,Liquid,2,CCCCCCCCCC,Solvent,0.3409,,CCCCOC=O,Solvent,0.6591,,,,,,1.262,0.0055,10.1016/j.fluid.2009.12.003
450b466e9d104040b153c6d4b96096fe,291.15,101.32,Liquid,2,CCCCCCCCCC,Solvent,0.2915,,CCCCOC=O,Solvent,0.7085,,,,,,1.15,0.005,10.1016/j.fluid.2009.12.003
0850490961e74029bac9459e8b1bda78,291.15,101.32,Liquid,2,CCCCCCCCCC,Solvent,0.2409,,CCCCOC=O,Solvent,0.7591,,,,,,1.02,0.0045,10.1016/j.fluid.2009.12.003
4b1709840f22463e9782cb19ab5db1a4,291.15,101.32,Liquid,2,CCCCCCCCCC,Solvent,0.1889999999999999,,CCCCOC=O,Solvent,0.811,,,,,,0.865,0.0045,10.1016/j.fluid.2009.12.003
858d94cbda064474aabb38bdacb2dc8c,291.15,101.32,Liquid,2,CCCCCCCCCC,Solvent,0.1382999999999999,,CCCCOC=O,Solvent,0.8617,,,,,,0.678,0.004,10.1016/j.fluid.2009.12.003
1f13a9d90bbc4b1bb2426fbb6a41bc5c,291.15,101.32,Liquid,2,CCCCCCCCCC,Solvent,0.0893,,CCCCOC=O,Solvent,0.9107,,,,,,0.465,0.0035,10.1016/j.fluid.2009.12.003
9f4ccb68d3d84d5f8c2b20b90a17f02d,291.15,101.32,Liquid,2,CCCCCCCCCC,Solvent,0.0429,,CCCCOC=O,Solvent,0.9571,,,,,,0.24,0.0035,10.1016/j.fluid.2009.12.003
4216765327e24e85a1fd57790ede259f,318.15,101.32,Liquid,2,CCCCCCCCCC,Solvent,0.8911,,CCCCOC=O,Solvent,0.1089,,,,,,0.521,0.0035,10.1016/j.fluid.2009.12.003
cca3be026c2a46cf9b19dd8667287c64,318.15,101.32,Liquid,2,CCCCCCCCCC,Solvent,0.7697,,CCCCOC=O,Solvent,0.2303,,,,,,0.989,0.0045,10.1016/j.fluid.2009.12.003
5f46c6efc68144aebd5c197a088430ad,318.15,101.32,Liquid,2,CCCCCCCCCC,Solvent,0.6481,,CCCCOC=O,Solvent,0.3519,,,,,,1.311,0.0055,10.1016/j.fluid.2009.12.003
3c3d5a2833684c269cd7a9c0b3da0661,318.15,101.32,Liquid,2,CCCCCCCCCC,Solvent,0.5405,,CCCCOC=O,Solvent,0.4595,,,,,,1.442,0.006,10.1016/j.fluid.2009.12.003
a35c13df4036461badaa808094a16fc7,318.15,101.32,Liquid,2,CCCCCCCCCC,Solvent,0.4647,,CCCCOC=O,Solvent,0.5353,,,,,,1.457,0.006,10.1016/j.fluid.2009.12.003
f1694d56fed24e729d77ed7b6740d6c7,318.15,101.32,Liquid,2,CCCCCCCCCC,Solvent,0.4069,,CCCCOC=O,Solvent,0.5931,,,,,,1.412,0.006,10.1016/j.fluid.2009.12.003
b3f38fc79fe34ca6be97b54afa219e62,318.15,101.32,Liquid,2,CCCCCCCCCC,Solvent,0.3586,,CCCCOC=O,Solvent,0.6414,,,,,,1.334,0.0055,10.1016/j.fluid.2009.12.003
349322b4f85c46499875cfb73ba79ea1,318.15,101.32,Liquid,2,CCCCCCCCCC,Solvent,0.2976999999999999,,CCCCOC=O,Solvent,0.7023,,,,,,1.209,0.005,10.1016/j.fluid.2009.12.003
3dd8018ec169444d91035e224a4bbc5a,318.15,101.32,Liquid,2,CCCCCCCCCC,Solvent,0.2296,,CCCCOC=O,Solvent,0.7704,,,,,,1.021,0.0045,10.1016/j.fluid.2009.12.003
c6efde5fbe6f45b7ad027668b456fecb,318.15,101.32,Liquid,2,CCCCCCCCCC,Solvent,0.1583999999999999,,CCCCOC=O,Solvent,0.8416,,,,,,0.767,0.004,10.1016/j.fluid.2009.12.003
6eb1228609b5460b8234bc307c2d72d1,318.15,101.32,Liquid,2,CCCCCCCCCC,Solvent,0.0983,,CCCCOC=O,Solvent,0.9017,,,,,,0.495,0.0035,10.1016/j.fluid.2009.12.003
f35a04097e074968a114efbe4ab44122,318.15,101.32,Liquid,2,CCCCCCCCCC,Solvent,0.039,,CCCCOC=O,Solvent,0.961,,,,,,0.24,0.003,10.1016/j.fluid.2009.12.003
9dbdca1ef5bf4d22bb32c8e15deb70d4,299.15,101.3,Liquid,2,CC(C)(C)O,Solvent,0.9512,,CCCCOC=O,Solvent,0.0488,,,,,,0.4286,0.0047,10.1021/je0497350
b1aef631ab6e413883234edbe361f130,299.15,101.3,Liquid,2,CC(C)(C)O,Solvent,0.8962,,CCCCOC=O,Solvent,0.1038,,,,,,0.8096,0.0087,10.1021/je0497350
74b898ae6dd64492958e5ffedf30691c,299.15,101.3,Liquid,2,CC(C)(C)O,Solvent,0.8374,,CCCCOC=O,Solvent,0.1626,,,,,,1.1651,0.0125,10.1021/je0497350
49b03ba82f874e62928e2624e8e8b110,299.15,101.3,Liquid,2,CC(C)(C)O,Solvent,0.7785,,CCCCOC=O,Solvent,0.2215,,,,,,1.4459,0.01545,10.1021/je0497350
19b443480fc14198b68a214a352aec17,299.15,101.3,Liquid,2,CC(C)(C)O,Solvent,0.7204999999999999,,CCCCOC=O,Solvent,0.2795,,,,,,1.6575,0.0177,10.1021/je0497350
47fd650313bc4f6889c6bf36cf90753c,299.15,101.3,Liquid,2,CC(C)(C)O,Solvent,0.6656,,CCCCOC=O,Solvent,0.3344,,,,,,1.8072,0.0193,10.1021/je0497350
6c01d20d344c41bfbcb1985e5eaaf48a,299.15,101.3,Liquid,2,CC(C)(C)O,Solvent,0.6129,,CCCCOC=O,Solvent,0.3871,,,,,,1.9049,0.02035,10.1021/je0497350
d06c91f62bc54ab68e08decb490d1ed2,299.15,101.3,Liquid,2,CC(C)(C)O,Solvent,0.5644,,CCCCOC=O,Solvent,0.4356,,,,,,1.9539,0.02085,10.1021/je0497350
3789085643d24f259d898621063c5e25,299.15,101.3,Liquid,2,CC(C)(C)O,Solvent,0.5197,,CCCCOC=O,Solvent,0.4803,,,,,,1.9691,0.021,10.1021/je0497350
4fa9be386e92470690ac57c95e84f531,299.15,101.3,Liquid,2,CC(C)(C)O,Solvent,0.4816,,CCCCOC=O,Solvent,0.5184,,,,,,1.9636,0.02095,10.1021/je0497350
7a47518ea972411684677ed8dcda4967,299.15,101.3,Liquid,2,CC(C)(C)O,Solvent,0.4799,,CCCCOC=O,Solvent,0.5201,,,,,,1.9591,0.0209,10.1021/je0497350
e48edd14c1a34718a5b215177d2499e1,299.15,101.3,Liquid,2,CC(C)(C)O,Solvent,0.4237999999999999,,CCCCOC=O,Solvent,0.5762,,,,,,1.9195,0.0205,10.1021/je0497350
9850146dd7bb4dbeb41ad7b0e22cc66d,299.15,101.3,Liquid,2,CC(C)(C)O,Solvent,0.3618,,CCCCOC=O,Solvent,0.6382,,,,,,1.8031,0.01925,10.1021/je0497350
7551d47a250f426796b99a9581c4d7c2,299.15,101.3,Liquid,2,CC(C)(C)O,Solvent,0.294,,CCCCOC=O,Solvent,0.706,,,,,,1.6227,0.01735,10.1021/je0497350
6889ab7ae24d4be18bc290b67aa47e13,299.15,101.3,Liquid,2,CC(C)(C)O,Solvent,0.2217,,CCCCOC=O,Solvent,0.7783,,,,,,1.3466,0.0144,10.1021/je0497350
ee1170937dcd42cf8621abdb086efe9e,299.15,101.3,Liquid,2,CC(C)(C)O,Solvent,0.1463999999999999,,CCCCOC=O,Solvent,0.8536,,,,,,0.9795,0.0105,10.1021/je0497350
82198eddb54746958cadf031ca85744b,299.15,101.3,Liquid,2,CC(C)(C)O,Solvent,0.0707999999999999,,CCCCOC=O,Solvent,0.9292,,,,,,0.5324,0.00575,10.1021/je0497350
04fb78e00912449a8d3c23dc068d701a,318.15,101.3,Liquid,2,CC(C)(C)O,Solvent,0.9544,,CCCCOC=O,Solvent,0.0456,,,,,,0.3589,0.00395,10.1021/je0497350
823049e3265f46ec8f03507cd211ce55,318.15,101.3,Liquid,2,CC(C)(C)O,Solvent,0.9024,,CCCCOC=O,Solvent,0.0976,,,,,,0.7053,0.0076,10.1021/je0497350
d824bdde68da46f88da8d522afcc0dc0,318.15,101.3,Liquid,2,CC(C)(C)O,Solvent,0.8481,,CCCCOC=O,Solvent,0.1519,,,,,,1.0113,0.01085,10.1021/je0497350
07e94ff0184c468a8461d270493e74bc,318.15,101.3,Liquid,2,CC(C)(C)O,Solvent,0.7878000000000001,,CCCCOC=O,Solvent,0.2122,,,,,,1.2872,0.01375,10.1021/je0497350
e5f6fa53b627459d812c9fdb85a2b1d8,318.15,101.3,Liquid,2,CC(C)(C)O,Solvent,0.7303,,CCCCOC=O,Solvent,0.2697,,,,,,1.501,0.01605,10.1021/je0497350
f008898b21074e68b17a54de09ccfe69,318.15,101.3,Liquid,2,CC(C)(C)O,Solvent,0.6749,,CCCCOC=O,Solvent,0.3251,,,,,,1.6635,0.01775,10.1021/je0497350
e9c39c257b344569b24a8982101d9919,318.15,101.3,Liquid,2,CC(C)(C)O,Solvent,0.622,,CCCCOC=O,Solvent,0.378,,,,,,1.775,0.01895,10.1021/je0497350
1bae9d4b8b44403593570640671ce293,318.15,101.3,Liquid,2,CC(C)(C)O,Solvent,0.5732999999999999,,CCCCOC=O,Solvent,0.4267,,,,,,1.8552,0.0198,10.1021/je0497350
fdb371736fe14bc5bde43a41bff633d9,318.15,101.3,Liquid,2,CC(C)(C)O,Solvent,0.5616,,CCCCOC=O,Solvent,0.4384,,,,,,1.8747,0.02,10.1021/je0497350
1cbbec6cb51947b6aee058987dabebf2,318.15,101.3,Liquid,2,CC(C)(C)O,Solvent,0.5147999999999999,,CCCCOC=O,Solvent,0.4852,,,,,,1.9204,0.0205,10.1021/je0497350
d4396489e5064e0aab8d3c4304894e6e,318.15,101.3,Liquid,2,CC(C)(C)O,Solvent,0.4659999999999999,,CCCCOC=O,Solvent,0.534,,,,,,1.9236,0.0205,10.1021/je0497350
8315eb1bdd9b4e40b8ae7d470712a4c3,318.15,101.3,Liquid,2,CC(C)(C)O,Solvent,0.4102,,CCCCOC=O,Solvent,0.5898,,,,,,1.8961,0.02025,10.1021/je0497350
cc8e52b46d2e40a1855924a1a857d11f,318.15,101.3,Liquid,2,CC(C)(C)O,Solvent,0.3485,,CCCCOC=O,Solvent,0.6515,,,,,,1.7968,0.0192,10.1021/je0497350
f563f075b1394240940a1ac6f4f6fdc5,318.15,101.3,Liquid,2,CC(C)(C)O,Solvent,0.2812,,CCCCOC=O,Solvent,0.7188,,,,,,1.6083,0.0172,10.1021/je0497350
31d61a9960364e949e717937dc9fe02f,318.15,101.3,Liquid,2,CC(C)(C)O,Solvent,0.2096,,CCCCOC=O,Solvent,0.7904,,,,,,1.3323,0.01425,10.1021/je0497350
caf826ed751c4bbb8463e3316f0b9deb,318.15,101.3,Liquid,2,CC(C)(C)O,Solvent,0.1359,,CCCCOC=O,Solvent,0.8641,,,,,,0.9546,0.01025,10.1021/je0497350
01f6a936b94041db905c3647d1460c4c,318.15,101.3,Liquid,2,CC(C)(C)O,Solvent,0.0633,,CCCCOC=O,Solvent,0.9367,,,,,,0.5078,0.0055,10.1021/je0497350
76732d5b83914e73a4d252461946d591,299.15,101.3,Liquid,2,CC(C)(C)O,Solvent,0.9511,,CCCCOC(C)=O,Solvent,0.0489,,,,,,0.3145,0.00345,10.1021/je0497350
ef5564c599314695a721d57d4ecda396,299.15,101.3,Liquid,2,CC(C)(C)O,Solvent,0.9007000000000001,,CCCCOC(C)=O,Solvent,0.0993,,,,,,0.6118,0.0066,10.1021/je0497350
f903b829e1d94c66aba6c1d243f75efe,299.15,101.3,Liquid,2,CC(C)(C)O,Solvent,0.8466,,CCCCOC(C)=O,Solvent,0.1534,,,,,,0.9009,0.0097,10.1021/je0497350
f0ceaaf82f0f445ab7e40c7c1f866343,299.15,101.3,Liquid,2,CC(C)(C)O,Solvent,0.7899,,CCCCOC(C)=O,Solvent,0.2101,,,,,,1.1587,0.0124,10.1021/je0497350
66b7dbf788d841cabab581b91eb057fb,299.15,101.3,Liquid,2,CC(C)(C)O,Solvent,0.7354,,CCCCOC(C)=O,Solvent,0.2646,,,,,,1.3646,0.0146,10.1021/je0497350
fbab6d869a7d4f15844b2d4f0bfb0fee,299.15,101.3,Liquid,2,CC(C)(C)O,Solvent,0.6818,,CCCCOC(C)=O,Solvent,0.3182,,,,,,1.5249,0.0163,10.1021/je0497350
c67e3a0c29734c9681e2d175dbda13dd,299.15,101.3,Liquid,2,CC(C)(C)O,Solvent,0.638,,CCCCOC(C)=O,Solvent,0.362,,,,,,1.6424,0.01755,10.1021/je0497350
73136aa02ed5455c81f0cd97308b3646,299.15,101.3,Liquid,2,CC(C)(C)O,Solvent,0.591,,CCCCOC(C)=O,Solvent,0.409,,,,,,1.7336,0.0185,10.1021/je0497350
e4a0e710b1d042afbd57a003384f1aeb,299.15,101.3,Liquid,2,CC(C)(C)O,Solvent,0.5468999999999999,,CCCCOC(C)=O,Solvent,0.4531,,,,,,1.7962,0.01915,10.1021/je0497350
c098c8dd91cc4051ac4e8b615c57bb32,299.15,101.3,Liquid,2,CC(C)(C)O,Solvent,0.4947,,CCCCOC(C)=O,Solvent,0.5053,,,,,,1.8338,0.01955,10.1021/je0497350
8add040eb0c94ad09d7d7736fbc78b0f,299.15,101.3,Liquid,2,CC(C)(C)O,Solvent,0.4493,,CCCCOC(C)=O,Solvent,0.5507,,,,,,1.8227,0.01945,10.1021/je0497350
c9d9dfbac186469fb3b1e750d4b21826,299.15,101.3,Liquid,2,CC(C)(C)O,Solvent,0.3878,,CCCCOC(C)=O,Solvent,0.6122,,,,,,1.7512,0.0187,10.1021/je0497350
21ee78d1371d493d8763d0f8bfeaceb8,299.15,101.3,Liquid,2,CC(C)(C)O,Solvent,0.3156,,CCCCOC(C)=O,Solvent,0.6844,,,,,,1.5984,0.01705,10.1021/je0497350
b3c9c1f9b0694a638f2147aa40723a1d,299.15,101.3,Liquid,2,CC(C)(C)O,Solvent,0.2393999999999999,,CCCCOC(C)=O,Solvent,0.7606,,,,,,1.3567,0.0145,10.1021/je0497350
d68858e74a374047a9eea992b0e0b510,299.15,101.3,Liquid,2,CC(C)(C)O,Solvent,0.1576999999999999,,CCCCOC(C)=O,Solvent,0.8423,,,,,,1.0055,0.0108,10.1021/je0497350
2d43861fd1ce452d9fae7dd45a026591,299.15,101.3,Liquid,2,CC(C)(C)O,Solvent,0.0805,,CCCCOC(C)=O,Solvent,0.9195,,,,,,0.5833,0.0063,10.1021/je0497350
457d450cc7f74d37b191a03ee8a75ff6,318.15,101.3,Liquid,2,CC(C)(C)O,Solvent,0.9597,,CCCCOC(C)=O,Solvent,0.0403,,,,,,0.3064,0.0034,10.1021/je0497350
3874ed2159184db0aee75d05efcdf433,318.15,101.3,Liquid,2,CC(C)(C)O,Solvent,0.9144,,CCCCOC(C)=O,Solvent,0.0856,,,,,,0.5485,0.00595,10.1021/je0497350
c63508d5b45744149472216ad2807ded,318.15,101.3,Liquid,2,CC(C)(C)O,Solvent,0.8619,,CCCCOC(C)=O,Solvent,0.1381,,,,,,0.8283,0.0089,10.1021/je0497350
29748d23b5734fceb0a76e22b4577288,318.15,101.3,Liquid,2,CC(C)(C)O,Solvent,0.8074,,CCCCOC(C)=O,Solvent,0.1926,,,,,,1.0817,0.0116,10.1021/je0497350
5677a0a020334b3f8a62dee853fe9519,318.15,101.3,Liquid,2,CC(C)(C)O,Solvent,0.7539,,CCCCOC(C)=O,Solvent,0.2461,,,,,,1.2886,0.0138,10.1021/je0497350
224edcda5a3e41689158bbd8a61a2edb,318.15,101.3,Liquid,2,CC(C)(C)O,Solvent,0.7062999999999999,,CCCCOC(C)=O,Solvent,0.2937,,,,,,1.438,0.01535,10.1021/je0497350
43e7c7533a014557ac33a180acdd2544,318.15,101.3,Liquid,2,CC(C)(C)O,Solvent,0.6586000000000001,,CCCCOC(C)=O,Solvent,0.3414,,,,,,1.5677,0.01675,10.1021/je0497350
6806cb8595cf41caa0d08acb1e6098ec,318.15,101.3,Liquid,2,CC(C)(C)O,Solvent,0.6134999999999999,,CCCCOC(C)=O,Solvent,0.3865,,,,,,1.6638,0.01775,10.1021/je0497350
8c00cde3a9c74ddca652c0c218692c94,318.15,101.3,Liquid,2,CC(C)(C)O,Solvent,0.581,,CCCCOC(C)=O,Solvent,0.419,,,,,,1.7339,0.0185,10.1021/je0497350
334cb8f1ae6b43278f30ddf4fc73f7e6,318.15,101.3,Liquid,2,CC(C)(C)O,Solvent,0.5449999999999999,,CCCCOC(C)=O,Solvent,0.455,,,,,,1.7672,0.01885,10.1021/je0497350
5ae36194c51e46a1a6261d9fd75a9bc9,318.15,101.3,Liquid,2,CC(C)(C)O,Solvent,0.508,,CCCCOC(C)=O,Solvent,0.492,,,,,,1.8142,0.01935,10.1021/je0497350
e63ebdb3c8704b05aef2015d56c49f42,318.15,101.3,Liquid,2,CC(C)(C)O,Solvent,0.4515,,CCCCOC(C)=O,Solvent,0.5485,,,,,,1.8088,0.0193,10.1021/je0497350
2c55fc16f982430b9d72a57c222a1ee0,318.15,101.3,Liquid,2,CC(C)(C)O,Solvent,0.3942,,CCCCOC(C)=O,Solvent,0.6058,,,,,,1.7679,0.01885,10.1021/je0497350
bae645b6ea9645fabb97f49e9c57f6f1,318.15,101.3,Liquid,2,CC(C)(C)O,Solvent,0.3204,,CCCCOC(C)=O,Solvent,0.6796,,,,,,1.6284,0.0174,10.1021/je0497350
c67826073c2f4845bfb5afd39fb7c81a,318.15,101.3,Liquid,2,CC(C)(C)O,Solvent,0.2461999999999999,,CCCCOC(C)=O,Solvent,0.7538,,,,,,1.3975,0.01495,10.1021/je0497350
a70d9d04798d483faa5fc597c4f718a0,318.15,101.3,Liquid,2,CC(C)(C)O,Solvent,0.1631,,CCCCOC(C)=O,Solvent,0.8369,,,,,,1.0373,0.01115,10.1021/je0497350
9b67d199b3254ecc8e8c79d363abd7e9,318.15,101.3,Liquid,2,CC(C)(C)O,Solvent,0.0803,,CCCCOC(C)=O,Solvent,0.9197,,,,,,0.5779,0.00625,10.1021/je0497350
2c970b2c8e8148e78607c943f5b61e72,299.15,101.3,Liquid,2,CC(C)(C)O,Solvent,0.9618,,CCCCOC(=O)CC,Solvent,0.0382,,,,,,0.2269,0.00255,10.1021/je0497350
010e98455e1142539712c024c99bec87,299.15,101.3,Liquid,2,CC(C)(C)O,Solvent,0.9172,,CCCCOC(=O)CC,Solvent,0.0828,,,,,,0.4732,0.00515,10.1021/je0497350
9da241bad9a848ac97a256636cf177c6,299.15,101.3,Liquid,2,CC(C)(C)O,Solvent,0.8699,,CCCCOC(=O)CC,Solvent,0.1301,,,,,,0.7231,0.0078,10.1021/je0497350
f553b9b8d5ca4e5c8a548442abe081ea,299.15,101.3,Liquid,2,CC(C)(C)O,Solvent,0.8218,,CCCCOC(=O)CC,Solvent,0.1782,,,,,,0.9472,0.01015,10.1021/je0497350
